"Town","FIPS","Year","Race/Ethnicity","Measure Type","Variable","Value"
"Sprague","0901171670","2010-2014","Hispanic or Latino","Number","Per Capita Income",43405
"Sprague","0901171670","2010-2014","Hispanic or Latino","Number","Margins of Error",30525
"Sprague","0901171670","2010-2014","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Sprague","0901171670","2010-2014","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Sprague","0901171670","2010-2014","Some Other Race Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2010-2014","Some Other Race Alone","Number","Margins of Error",-9999
"Sprague","0901171670","2010-2014","Two or More Races","Number","Per Capita Income",11525
"Sprague","0901171670","2010-2014","Two or More Races","Number","Margins of Error",8424
"Sprague","0901171670","2010-2014","White Alone","Number","Per Capita Income",33152
"Sprague","0901171670","2010-2014","White Alone","Number","Margins of Error",2724
"Sprague","0901171670","2010-2014","White Alone Not Hispanic or Latino","Number","Per Capita Income",32560
"Sprague","0901171670","2010-2014","White Alone Not Hispanic or Latino","Number","Margins of Error",2458
"Sprague","0901171670","2011-2015","All","Number","Per Capita Income",29973
"Sprague","0901171670","2011-2015","All","Number","Margins of Error",2338
"Sprague","0901171670","2011-2015","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2011-2015","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Sprague","0901171670","2011-2015","Asian Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2011-2015","Asian Alone","Number","Margins of Error",-9999
"Sprague","0901171670","2011-2015","Black or African American Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2011-2015","Black or African American Alone","Number","Margins of Error",-9999
"Sprague","0901171670","2011-2015","Hispanic or Latino","Number","Per Capita Income",27327
"Sprague","0901171670","2011-2015","Hispanic or Latino","Number","Margins of Error",26384
"Sprague","0901171670","2011-2015","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Sprague","0901171670","2011-2015","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Sprague","0901171670","2011-2015","Some Other Race Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2011-2015","Some Other Race Alone","Number","Margins of Error",-9999
"Sprague","0901171670","2011-2015","Two or More Races","Number","Per Capita Income",8850
"Sprague","0901171670","2011-2015","Two or More Races","Number","Margins of Error",4926
"Sprague","0901171670","2011-2015","White Alone","Number","Per Capita Income",31852
"Sprague","0901171670","2011-2015","White Alone","Number","Margins of Error",2531
"Sprague","0901171670","2011-2015","White Alone Not Hispanic or Latino","Number","Per Capita Income",31499
"Sprague","0901171670","2011-2015","White Alone Not Hispanic or Latino","Number","Margins of Error",2541
"Sprague","0901171670","2012-2016","All","Number","Per Capita Income",31157
"Sprague","0901171670","2012-2016","All","Number","Margins of Error",2431
"Sprague","0901171670","2012-2016","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2012-2016","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Sprague","0901171670","2012-2016","Asian Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2012-2016","Asian Alone","Number","Margins of Error",-9999
"Sprague","0901171670","2012-2016","Black or African American Alone","Number","Per Capita Income",24202
"Sprague","0901171670","2012-2016","Black or African American Alone","Number","Margins of Error",14411
"Sprague","0901171670","2012-2016","Hispanic or Latino","Number","Per Capita Income",26339
"Sprague","0901171670","2012-2016","Hispanic or Latino","Number","Margins of Error",25076
"Sprague","0901171670","2012-2016","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Sprague","0901171670","2012-2016","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Sprague","0901171670","2012-2016","Some Other Race Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2012-2016","Some Other Race Alone","Number","Margins of Error",-9999
"Sprague","0901171670","2012-2016","Two or More Races","Number","Per Capita Income",10693
"Sprague","0901171670","2012-2016","Two or More Races","Number","Margins of Error",5100
"Sprague","0901171670","2012-2016","White Alone","Number","Per Capita Income",33474
"Sprague","0901171670","2012-2016","White Alone","Number","Margins of Error",2426
"Sprague","0901171670","2012-2016","White Alone Not Hispanic or Latino","Number","Per Capita Income",33024
"Sprague","0901171670","2012-2016","White Alone Not Hispanic or Latino","Number","Margins of Error",2416
"Sprague","0901171670","2013-2017","All","Number","Per Capita Income",31035
"Sprague","0901171670","2013-2017","All","Number","Margins of Error",2788
"Sprague","0901171670","2013-2017","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2013-2017","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Sprague","0901171670","2013-2017","Asian Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2013-2017","Asian Alone","Number","Margins of Error",-9999
"Sprague","0901171670","2013-2017","Black or African American Alone","Number","Per Capita Income",13131
"Sprague","0901171670","2013-2017","Black or African American Alone","Number","Margins of Error",10127
"Sprague","0901171670","2013-2017","Hispanic or Latino","Number","Per Capita Income",-9999
"Sprague","0901171670","2013-2017","Hispanic or Latino","Number","Margins of Error",-9999
"Sprague","0901171670","2013-2017","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Sprague","0901171670","2013-2017","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Sprague","0901171670","2013-2017","Some Other Race Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2013-2017","Some Other Race Alone","Number","Margins of Error",-9999
"Sprague","0901171670","2013-2017","Two or More Races","Number","Per Capita Income",11595
"Sprague","0901171670","2013-2017","Two or More Races","Number","Margins of Error",4827
"Sprague","0901171670","2013-2017","White Alone","Number","Per Capita Income",32992
"Sprague","0901171670","2013-2017","White Alone","Number","Margins of Error",2898
"Sprague","0901171670","2013-2017","White Alone Not Hispanic or Latino","Number","Per Capita Income",32576
"Sprague","0901171670","2013-2017","White Alone Not Hispanic or Latino","Number","Margins of Error",2754
"Sprague","0901171670","2014-2018","All","Number","Per Capita Income",33265
"Sprague","0901171670","2014-2018","All","Number","Margins of Error",2885
"Sprague","0901171670","2014-2018","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2014-2018","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Sprague","0901171670","2014-2018","Asian Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2014-2018","Asian Alone","Number","Margins of Error",-9999
"Sprague","0901171670","2014-2018","Black or African American Alone","Number","Per Capita Income",15374
"Sprague","0901171670","2014-2018","Black or African American Alone","Number","Margins of Error",11313
"Sprague","0901171670","2014-2018","Hispanic or Latino","Number","Per Capita Income",18347
"Sprague","0901171670","2014-2018","Hispanic or Latino","Number","Margins of Error",22071
"Sprague","0901171670","2014-2018","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Sprague","0901171670","2014-2018","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Sprague","0901171670","2014-2018","Some Other Race Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2014-2018","Some Other Race Alone","Number","Margins of Error",-9999
"Sprague","0901171670","2014-2018","Two or More Races","Number","Per Capita Income",9116
"Sprague","0901171670","2014-2018","Two or More Races","Number","Margins of Error",4512
"Sprague","0901171670","2014-2018","White Alone","Number","Per Capita Income",35757
"Sprague","0901171670","2014-2018","White Alone","Number","Margins of Error",3076
"Sprague","0901171670","2014-2018","White Alone Not Hispanic or Latino","Number","Per Capita Income",35501
"Sprague","0901171670","2014-2018","White Alone Not Hispanic or Latino","Number","Margins of Error",3016
"Sprague","0901171670","2015-2019","All","Number","Per Capita Income",35472
"Sprague","0901171670","2015-2019","All","Number","Margins of Error",3115
"Sprague","0901171670","2015-2019","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2015-2019","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Sprague","0901171670","2015-2019","Asian Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2015-2019","Asian Alone","Number","Margins of Error",-9999
"Sprague","0901171670","2015-2019","Black or African American Alone","Number","Per Capita Income",25564
"Sprague","0901171670","2015-2019","Black or African American Alone","Number","Margins of Error",14777
"Sprague","0901171670","2015-2019","Hispanic or Latino","Number","Per Capita Income",3227
"Sprague","0901171670","2015-2019","Hispanic or Latino","Number","Margins of Error",3727
"Sprague","0901171670","2015-2019","Native Hawaiian and Other Pacific Islander","Number","Per Capita Income",-9999
"Sprague","0901171670","2015-2019","Native Hawaiian and Other Pacific Islander","Number","Margins of Error",-9999
"Sprague","0901171670","2015-2019","Some Other Race Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2015-2019","Some Other Race Alone","Number","Margins of Error",-9999
"Sprague","0901171670","2015-2019","Two or More Races","Number","Per Capita Income",9637
"Sprague","0901171670","2015-2019","Two or More Races","Number","Margins of Error",5404
"Sprague","0901171670","2015-2019","White Alone","Number","Per Capita Income",37758
"Sprague","0901171670","2015-2019","White Alone","Number","Margins of Error",3771
"Sprague","0901171670","2015-2019","White Alone Not Hispanic or Latino","Number","Per Capita Income",38212
"Sprague","0901171670","2015-2019","White Alone Not Hispanic or Latino","Number","Margins of Error",3755
"Sprague","0901171670","2016-2020","All","Number","Per Capita Income",36079
"Sprague","0901171670","2016-2020","All","Number","Margins of Error",3870
"Sprague","0901171670","2016-2020","American Indian and Alaska Native Alone","Number","Per Capita Income",-9999
"Sprague","0901171670","2016-2020","American Indian and Alaska Native Alone","Number","Margins of Error",-9999
"Sprague","0901171670","2016-2020","Asian Alone","Number","Per Capita Income",-9999
